"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 131건","","","","444,668","","",""
"1","과자","니가타현","2019-03-04","60","불검출","불검출","적합"
"2","위스키","오사카부","2019-02-01","252","불검출","불검출","적합"
"3","혼합제제","시가현","2019-02-26","1,200","불검출","불검출","적합"
"4","맥주","오이타현","2019-02-28","64,848","불검출","불검출","적합"
"5","소스","아이치현","2019-03-01","4,473","불검출","불검출","적합"
"6","기타가공품","지바현","2019-01-23","112","불검출","불검출","적합"
"7","혼합제제","효고현","2019-03-06","160","불검출","불검출","적합"
"8","혼합제제","효고현","2019-03-01","210","불검출","불검출","적합"
"9","향신료조제품","도쿄도","2019-03-13","3,960","불검출","불검출","적합"
"10","복합조미식품","히로시마현","2019-01-23","22","불검출","불검출","적합"
"11","활성탄","기후현","2019-03-05","1,000","불검출","불검출","적합"
"12","양조간장","군마현","2018-12-13","18,816","불검출","불검출","적합"
"13","볶은커피","지바현","2019-01-23","14","불검출","불검출","적합"
"14","인스턴트커피","지바현","2019-02-04","14","불검출","불검출","적합"
