"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 143건","","","","273,512","","",""
"1","과자","사이타마현","2018-03-06","274","불검출","불검출","적합"
"2","과·채음료","후쿠오카현","2018-02-08","225","불검출","불검출","적합"
"3","과·채음료","후쿠오카현","2018-02-11","2,250","불검출","불검출","적합"
"4","과·채음료","후쿠오카현","2018-02-10","225","불검출","불검출","적합"
"5","종국","아키타현","2018-03-13","110","불검출","불검출","적합"
"6","혼합장","아이치현","2018-03-09","10,000","불검출","불검출","적합"
"7","혼합장","아이치현","2018-03-12","5,000","불검출","불검출","적합"
"8","소스","히로시마현","2018-02-21","900","불검출","불검출","적합"
"9","캔디류","미에현","2018-02-15","574","불검출","불검출","적합"
"10","캔디류","미에현","2018-02-19","296","불검출","불검출","적합"
"11","캔디류","미에현","2018-02-09","422","불검출","불검출","적합"
"12","과자","도쿄도","2018-03-12","198","불검출","불검출","적합"
"13","볶은커피","미에현","2018-02-01","42","불검출","불검출","적합"
