"수입
검사결과
제조일자","","","","","","",""
"순번
품목명
중량
제조·생산지
세슘
요오드
판정
(유통기한)
(기준:100Bq/kg)
(기준:300Bq/kg)
(kg)","","","","","","",""
"223","인스턴트커피","독일","2017-02-03","8","불검출","불검출","적합"
"224","액상차","후쿠이현","2017-04-27","3,876","불검출","불검출","적합"
"225","즉석섭취식품","미에현","2017-04-27","39","불검출","불검출","적합"
"226","캔디류(사탕)","아이치현","2017-06-13","396","불검출","불검출","적합"
"227","수산물가공품","오사카부","2017-05-30","378","불검출","불검출","적합"
"228","캔디류(젤리)","오카야마현","2017-06-15","638","불검출","불검출","적합"
"229","탄산음료","사가현","2017-04-20","180","불검출","불검출","적합"
"230","과자(스낵과자)","이시카와현","2017-07-03","97","불검출","불검출","적합"
"231","탄산음료","사가현","2017-05-18","336","불검출","불검출","적합"
"232","유채씨/건조","도쿄도","","303,242","불검출","불검출","적합"
"233","고형차","교토부","2017-07-10","500","불검출","불검출","적합"
"234","고형차","교토부","2017-07-10","1,500","불검출","불검출","적합"
"235","맥주","오이타현","2017-06-16","115,920","불검출","불검출","적합"
"236","조미된장","아이치현","2017-07-04","5,000","불검출","불검출","적합"
"237","염화칼슘","야마구치현","2017-06-20","20,000","불검출","불검출","적합"
"238","조미된장","아이치현","2017-06-22","1,827","불검출","불검출","적합"
"239","조미된장","아이치현","2017-07-12","6,640","불검출","불검출","적합"
