"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 74건","","","","217,451","","",""
"1","유탕면류","나라현","2017-05-09","29","불검출","불검출","적합"
"2","기타가공품","시즈오카현","2017-05-01","10","불검출","불검출","적합"
"3","활성탄","기후현","2017-06-28","500","불검출","불검출","적합"
"4","활성탄","기후현","2017-06-30","800","불검출","불검출","적합"
"5","활성탄","기후현","2017-07-05","500","불검출","불검출","적합"
"6","튀김식품","히로시마현","2017-07-04","427","불검출","불검출","적합"
"7","튀김식품","히로시마현","2017-06-28","650","불검출","불검출","적합"
"8","볶은커피","미에현","2017-05-09","252","불검출","불검출","적합"
"9","볶은커피","미에현","2016-06-01","134","불검출","불검출","적합"
"10","기타어육가공품","훗카이도","2017-06-19","192","불검출","불검출","적합"
"11","캔디류(사탕)","후쿠시마현","2017-06-30","1,182","불검출","불검출","적합"
"12","캔디류(사탕)","후쿠시마현","2017-06-22","684","불검출","불검출","적합"
"13","탄산수소암모늄","도야마현","2017-06-01","18,000","불검출","불검출","적합"
