"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장홍어","홋카이도","2015-12-02","4,839","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2015-12-02","3,492","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2015-12-02","6,639","불검출","불검출","적합"
"19","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-02","2,780","불검출","불검출","적합"
"20","냉장갈치","오이타현","2015-12-02","1,220","불검출","불검출","적합"
"21","냉장돔 황돔(
)","오이타현","2015-12-02","80","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2015-12-02","4,468","불검출","불검출","적합"
"23","활우렁쉥이","홋카이도","2015-12-02","4,360","불검출","불검출","적합"
"24","냉장갈치","오이타현","2015-12-02","1,110","불검출","불검출","적합"
"25","냉장명태","홋카이도","2015-12-02","4,200","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2015-12-02","520","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-12-02","4,160","불검출","불검출","적합"
"28","활우렁쉥이","홋카이도","2015-12-02","9,388","불검출","불검출","적합"
"29","활장어 먹장어
(
)","야마구치현","2015-12-02","1,336","불검출","불검출","적합"
"30","활돔 참돔(
)","홋카이도","2015-12-02","158","불검출","불검출","적합"
"31","활가리비","홋카이도","2015-12-02","6,976","불검출","불검출","적합"
"32","활게 참게(
)","야마구치현","2015-12-02","840","불검출","불검출","적합"
