"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","120","","160,774","","",""
"1","혼합제제","와카야마현","2016-10-21","45","불검출","불검출","적합"
"2","과자(스낵과자)","아이치현","2016-10-14","211","불검출","불검출","적합"
"3","혼합제제","오사카부","2016-10-27","68","불검출","불검출","적합"
"4","혼합제제","오사카부","2016-10-27","255","불검출","불검출","적합"
"5","혼합제제","오사카부","2016-11-01","17","불검출","불검출","적합"
"6","혼합제제","오사카부","2016-10-27","51","불검출","불검출","적합"
"7","유탕면류","효고현","2016-09-26","65","불검출","불검출","적합"
"8","청주","니가타현","2016-09-20","23,220","불검출","불검출","적합"
"9","수산물가공품","후쿠시마현","2016-10-21","180","불검출","불검출","적합"
"10","떡류","군마현","2016-07-25","972","불검출","불검출","적합"
"11","양조간장","아이치현","2016-10-14","1,080","불검출","불검출","적합"
"12","떡류","군마현","2016-10-10","76","불검출","불검출","적합"
