"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-05-24","7,000","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2019-05-24","13,911","불검출","불검출","적합"
"3","냉동복어(검복)","홋카이도","2019-05-24","20,730","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-05-24","3,250","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-05-24","2,600","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-05-24","1,950","불검출","불검출","적합"
"7","활돔(벵에돔)","사가현","2019-05-24","1,797","불검출","불검출","적합"
"8","활가리비","홋카이도","2019-05-24","6,974","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-05-24","6,882","불검출","불검출","적합"
"10","활돔(돌돔)","미야자키현","2019-05-24","1,355","불검출","불검출","적합"
"11","냉동돔(금눈돔)","시즈오카현","2019-05-24","180","불검출","불검출","적합"
"12","활가리비","홋카이도","2019-05-24","7,217","불검출","불검출","적합"
"13","활가리비","홋카이도","2019-05-24","6,930","불검출","불검출","적합"
"14","냉동홍어","홋카이도","2019-05-24","10,440","불검출","불검출","적합"
"15","냉장명태","홋카이도","2019-05-24","2,600","불검출","불검출","적합"
"16","냉동가오리","홋카이도","2019-05-24","11,070","불검출","불검출","적합"
"17","활가리비","홋카이도","2019-05-24","6,955","불검출","불검출","적합"
"합계","","-","-","111,841","-","-","-"
