"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","109","","982,488","","",""
"1","카레","시즈오카현","2015-09-28","6,300","불검출","불검출","적합"
"2","효모추출물제품","오이타현","2015-04-24","50","불검출","불검출","적합"
"3","혼합제제","가나가와현","2015-09-15","20","불검출","불검출","적합"
"4","트랜스글루타미나아제","가나가와현","2015-08-28","70","불검출","불검출","적합"
"5","트랜스글루타미나아제","가나가와현","2015-09-14","320","불검출","불검출","적합"
"6","효모추출물제품","가나가와현","2015-09-14","170","불검출","불검출","적합"
"7","소스류","가나가와현","2015-10-01","240","불검출","불검출","적합"
"8","트랜스글루타미나아제","가나가와현","2015-09-08","40","불검출","불검출","적합"
"9","복합조미식품","가나가와현","2015-08-03","350","불검출","불검출","적합"
"10","복합조미식품","가나가와현","2015-09-21","510","불검출","불검출","적합"
"11","프로바이오틱스 제품","오사카부","2017-10-20
(유통기한)","398","불검출","불검출","적합"
"12","소스류","가나가와현","2015-10-21","270","불검출","불검출","적합"
"13","기타가공품","아이치현","2015-10-16","100","불검출","불검출","적합"
