"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건22","-","-","64,183","-","-","-"
"1","활장어 먹장어
(
)","시마네현","2015-11-23","2,482","불검출","불검출","적합"
"2","활방어","나가사키현","2015-11-23","2,381","불검출","불검출","적합"
"3","활돔 참돔(
)","나가사키현","2015-11-23","2,478","불검출","불검출","적합"
"4","활방어","나가사키현","2015-11-23","1,882","불검출","불검출","적합"
"5","활돔 참돔(
)","나가사키현","2015-11-23","2,829","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-11-23","7,000","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-11-23","4,000","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2015-11-23","7,787","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-11-23","2,000","불검출","불검출","적합"
"10","냉장돔 황돔(
)","야마구치현","2015-11-23","136","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2015-11-23","40","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-11-23","845","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2015-11-23","810","불검출","불검출","적합"
"14","냉장갈치","오이타현","2015-11-23","1,210","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-11-23","3,000","불검출","불검출","적합"
