"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장갈치","오이타현","2015-11-19","1,960","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-11-19","2,600","불검출","불검출","적합"
"18","냉장갈치","야마구치현","2015-11-19","815","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2015-11-19","3,312","불검출","불검출","적합"
"20","냉장갈치","오이타현","2015-11-19","1,820","불검출","불검출","적합"
"21","냉장돔 황돔(
)","오이타현","2015-11-19","130","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2015-11-19","4,516","불검출","불검출","적합"
"23","냉장명태","홋카이도","2015-11-19","4,350","불검출","불검출","적합"
"24","냉장명태","홋카이도","2015-11-19","4,350","불검출","불검출","적합"
"25","냉장갈치","오이타현","2015-11-19","970","불검출","불검출","적합"
"26","냉장준치","구마모토현","2015-11-19","259","불검출","불검출","적합"
"27","냉장갈치","에히메현","2015-11-19","1,184","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2015-11-19","184","불검출","불검출","적합"
"29","냉장갈치","효고현","2015-11-19","32","불검출","불검출","적합"
"30","냉장갈치","오이타현","2015-11-19","325","불검출","불검출","적합"
"31","냉장갈치","에히메현","2015-11-19","380","불검출","불검출","적합"
"32","냉장돔 참돔(
)","야마구치현","2015-11-19","175","불검출","불검출","적합"
"33","냉장가오리","에히메현","2015-11-19","950","불검출","불검출","적합"
