"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장명태","홋카이도","2015-11-24","5,820","불검출","불검출","적합"
"17","냉장돔 참돔(
)","야마구치현","2015-11-24","410","불검출","불검출","적합"
"18","냉장돔 황돔(
)","야마구치현","2015-11-24","490","불검출","불검출","적합"
"19","냉장홍어","야마구치현","2015-11-24","250","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2015-11-24","2,920","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2015-11-24","4,167","불검출","불검출","적합"
"22","냉장명태","홋카이도","2015-11-24","7,050","불검출","불검출","적합"
"23","활우렁쉥이","홋카이도","2015-11-24","8,950","불검출","불검출","적합"
"24","활가리비","홋카이도","2015-11-24","6,602","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2015-11-24","488","불검출","불검출","적합"
"26","냉장갈치","에히메현","2015-11-24","555","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-11-24","13,700","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2015-11-24","6,799","불검출","불검출","적합"
"29","냉장명태","홋카이도","2015-11-24","5,000","불검출","불검출","적합"
"30","냉장갈치","오이타현","2015-11-24","1,270","불검출","불검출","적합"
"31","냉장갈치","오이타현","2015-11-24","1,670","불검출","불검출","적합"
