"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"18","과자(비스킷)","니가타현","2014-11-11","94.7","불검출","불검출","적합"
"19","소스류","도치기현","2014-10-06","120","불검출","불검출","적합"
"20","심황색소(울금색소)","오사카부","2014-10-15","300","불검출","불검출","적합"
"21","기타가공품","미에현","2014-10-30","100","불검출","불검출","적합"
"22","산화마그네슘","도쿠시마현","2014-10-28","200","불검출","불검출","적합"
"23","청주","아키타현","2014-11-19","259.2","불검출","불검출","적합"
"24","과자(스낵과자)","니가타현","2014-11-22","594","불검출","불검출","적합"
"25","장류절임","가고시마현","2014-11-06","600","불검출","불검출","적합"
"26","맥주","오이타현","2014-11-06","49,680","불검출","불검출","적합"
"27","자당지방산에스
테르","미에현","2014-10-01","3,600","불검출","불검출","적합"
"28","자당지방산에스
테르","미에현","2014-10-21","2,000","불검출","불검출","적합"
"29","자당지방산에스
테르","기후현","2014-09-26","720","불검출","불검출","적합"
"30","청주","야마가타현","2014-10-15","144","불검출","불검출","적합"
"31","청주","야마가타현","2014-10-14","360","불검출","불검출","적합"
"32","청주","야마가타현","2014-10-24","172.8","불검출","불검출","적합"
"33","청주","후쿠이현","2014-10-03","86.4","불검출","불검출","적합"
"34","청주","후쿠이현","2014-10-24","172.8","불검출","불검출","적합"
"35","청주","후쿠이현","2014-10-21","259.2","불검출","불검출","적합"
"36","소스류","군마현","2014-11-07","1,699.2","불검출","불검출","적합"
"37","청주","히로시마현","2014-09-10","439.2","불검출","불검출","적합"
"38","소스류","지바현","2014-10-29","1,231.2","불검출","불검출","적합"
"39","청주","히로시마현","2014-09-22","72","불검출","불검출","적합"
"40","준초콜릿","가나가와현","2014-10-24","390","불검출","불검출","적합"
"41","캔디류(젤리)","가나가와현","2014-10-24","252","불검출","불검출","적합"
"42","과자(한과류)","나가노현","2014-11-06","460","불검출","불검출","적합"
"43","캔디류(젤리)","나가노현","2014-11-01","231.8","불검출","불검출","적합"
"44","캔디류(젤리)","나가노현","2014-11-02","231.8","불검출","불검출","적합"
"45","국수","구마모토현","2014-09-11","306","불검출","불검출","적합"
"46","소스류","교토부","2014-11-14","2,676","불검출","불검출","적합"
"47","소스류","교토부","2014-11-15","2,441.6","불검출","불검출","적합"
"48","소스류","교토부","2014-11-13","3,315","불검출","불검출","적합"
"49","소스류","교토부","2014-11-12","569","불검출","불검출","적합"
"50","소스류","교토부","2014-11-18","1,530","불검출","불검출","적합"
"51","액상차","나가노현","2014-10-09","1,440","불검출","불검출","적합"
"52","소스류","교토부","2014-10-23","1,350","불검출","불검출","적합"
"53","소스류","교토부","2014-10-30","1,170","불검출","불검출","적합"
"54","소스류","교토부","2014-11-12","680","불검출","불검출","적합"
"55","소스류","교토부","2014-07-09","102","불검출","불검출","적합"
"56","복합조미식품","교토부","2014-10-22","550","불검출","불검출","적합"
