"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"58","혼합제제","오사카부","2014-11-12","30","불검출","불검출","적합"
"59","혼합제제","오사카부","2014-11-17","30","불검출","불검출","적합"
"60","글리세린지방산
에스테르","오사카부","2014-10-24","32","불검출","불검출","적합"
"61","글리세린지방산
에스테르","오사카부","2014-10-27","200","불검출","불검출","적합"
"62","복합조미식품","에히메현","2014-10-25","2,000","불검출","불검출","적합"
"63","복합조미식품","사이타마현","2014-11-13","1,080","불검출","불검출","적합"
"64","당류가공품","지바현","2014-10-28","124","불검출","불검출","적합"
"65","당류가공품","지바현","2014-10-15","126","불검출","불검출","적합"
"66","당류가공품","지바현","2014-09-17","126","불검출","불검출","적합"
"67","당류가공품","지바현","2014-10-15","126","불검출","불검출","적합"
"68","과자(비스킷)","오사카부","2014-10-01","495","불검출","불검출","적합"
"69","소스류","도야마현","2014-11-18","180","불검출","불검출","적합"
"70","조미된장","나가노현","2014-11-12","5,300","불검출","불검출","적합"
"71","혼합제제","미에현","2014-11-13","1,200","불검출","불검출","적합"
"72","혼합제제","시즈오카현","2014-10-30","100","불검출","불검출","적합"
"73","혼합제제","시즈오카현","2014-10-30","525","불검출","불검출","적합"
"74","혼합제제","오사카부","2014-11-17","16,104","불검출","불검출","적합"
"75","과자(비스킷)","후쿠오카현","2014-11-19","126","불검출","불검출","적합"
"76","과자(비스킷)","후쿠오카현","2014-11-17","340","불검출","불검출","적합"
"77","과자(비스킷)","후쿠오카현","2014-11-17","280","불검출","불검출","적합"
"78","떡류","오사카부","2014-10-08","936","불검출","불검출","적합"
