"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"13","수산화칼슘","고치현","2018-10-05","7,000","불검출","불검출","적합"
"14","혼합장","나가노현","2018-11-20","5,000","불검출","불검출","적합"
"15","기타천연착향료","오카야마현","2018-11-09","105","불검출","불검출","적합"
"16","혼합제제","오카야마현","2018-11-26","30","불검출","불검출","적합"
"17","카레","아이치현","2018-11-16","300","불검출","불검출","적합"
"18","혼합제제","오카야마현","2018-11-26","15","불검출","불검출","적합"
"19","혼합제제","오카야마현","2018-11-27","60","불검출","불검출","적합"
"20","환자용식품","시즈오카현","2018-10-17","1,080","불검출","불검출","적합"
"21","로얄젤리제품","기후현","2018-08-30","5","불검출","불검출","적합"
"22","밀가루","효고현","2018-11-01","500","불검출","불검출","적합"
"23","조림류","훗카이도","2018-11-14","152","불검출","불검출","적합"
"24","설탕","후쿠오카현","2018-08-01","1,400","불검출","불검출","적합"
"25","당류가공품","효고현","2018-11-16","160","불검출","불검출","적합"
"26","혼합제제","나가노현","2018-11-05","298","불검출","불검출","적합"
"27","혼합제제","오사카부","2018-11-21","4,190","불검출","불검출","적합"
"28","혼합제제","후쿠오카현","2018-11-20","230","불검출","불검출","적합"
"29","소스","오사카부","2018-10-02","320","불검출","불검출","적합"
"30","복합조미식품","후쿠오카현","2018-11-22","800","불검출","불검출","적합"
"31","소스","사이타마현","2018-10-12","84","불검출","불검출","적합"
"32","캔디류","후쿠시마현","2018-10-17","529","불검출","불검출","적합"
"33","캔디류","후쿠시마현","2018-11-12","547","불검출","불검출","적합"
"34","캔디류","야마구치현","2018-11-13","192","불검출","불검출","적합"
"35","소스","군마현","2018-10-22","1,416","불검출","불검출","적합"
"36","소스","사이타마현","2018-10-23","120","불검출","불검출","적합"
"37","카레(커리)분","나라현","2018-10-25","200","불검출","불검출","적합"
"38","효모식품","오이타현","2018-09-21","6,000","불검출","불검출","적합"
"39","카레(커리)","니가타현","2018-09-19","1,200","불검출","불검출","적합"
"40","카레(커리)","나가노현","2018-10-02","800","불검출","불검출","적합"
"41","과자","시즈오카현","2018-10-20","99","불검출","불검출","적합"
"42","소스","히로시마현","2018-11-19","180","불검출","불검출","적합"
"43","소스","히로시마현","2018-10-26","360","불검출","불검출","적합"
"44","건어포","에히메현","2018-11-13","160","불검출","불검출","적합"
"45","과자","시즈오카현","2018-10-25","124","불검출","불검출","적합"
