"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 206건","","","","848,271","","",""
"1","기타천연착향료","효고현","2018-11-22","30","불검출","불검출","적합"
"2","혼합제제","효고현","2018-11-22","24","불검출","불검출","적합"
"3","금박","이시카와현","2018-11-26","0","불검출","불검출","적합"
"4","카레(커리)","야마가타현","2018-11-13","3,840","불검출","불검출","적합"
"5","카레(커리)","야마가타현","2018-11-15","3,840","불검출","불검출","적합"
"6","과자","가나가와현","2018-11-02","115","불검출","불검출","적합"
"7","즉석조리식품","미에현","2018-10-15","17,657","불검출","불검출","적합"
"8","즉석조리식품","미에현","2018-10-18","24,850","불검출","불검출","적합"
"9","기타 수산물가공품","훗카이도","2018-11-01","16","불검출","불검출","적합"
"10","캔디류","나라현","2018-11-07","804","불검출","불검출","적합"
"11","캔디류","도쿄도","2018-11-05","161","불검출","불검출","적합"
"12","캔디류","아이치현","2018-10-30","168","불검출","불검출","적합"
"13","과자","아이치현","2018-10-30","240","불검출","불검출","적합"
