"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 89건","","","","669,713","","",""
"1","카레(커리)","나라현","2018-11-02","2,400","불검출","불검출","적합"
"2","카레(커리)","나라현","2018-11-21","1,000","불검출","불검출","적합"
"3","소스","지바현","2018-12-11","3,960","불검출","불검출","적합"
"4","천연향신료","오사카부","2018-12-12","7","불검출","불검출","적합"
"5","조미김","도쿄도","2018-11-21","53","불검출","불검출","적합"
"6","캔디류","아이치현","2018-12-03","120","불검출","불검출","적합"
"7","과자","니가타현","2018-12-18","151","불검출","불검출","적합"
"8","과자","니가타현","2018-12-13","235","불검출","불검출","적합"
"9","과자","도쿠시마현","2018-12-15","660","불검출","불검출","적합"
"10","과자","도쿠시마현","2018-12-14","462","불검출","불검출","적합"
"11","과자","도쿠시마현","2018-12-17","600","불검출","불검출","적합"
"12","캔디류","아이치현","2018-12-05","648","불검출","불검출","적합"
"13","과자","나가노현","2018-12-06","264","불검출","불검출","적합"
"14","소스","지바현","2018-12-11","3,542","불검출","불검출","적합"
