"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 53건","","","","152,866","","",""
"1","인스턴트커피","사이타마현","2018-10-11","43","불검출","불검출","적합"
"2","혼합제제","오사카부","2018-12-20","16,104","불검출","불검출","적합"
"3","소스","에히메현","2018-12-19","1,940","불검출","불검출","적합"
"4","인스턴트커피","사이타마현","2018-10-16","43","불검출","불검출","적합"
"5","기타 코코아가공품","시가현","","111","불검출","불검출","적합"
"6","기타가공품","이바라키현","2018-12-13","18,000","불검출","불검출","적합"
"7","탄산음료","오사카부","2018-10-17","2,465","불검출","불검출","적합"
"8","혼합제제","도쿄도","2018-12-10","2","불검출","불검출","적합"
"9","캔디류","미에현","2018-12-22","320","불검출","불검출","적합"
"10","마요네즈","효고현","2018-12-13","2,000","불검출","불검출","적합"
"11","캔디류","나가노현","2018-12-08","4,243","불검출","불검출","적합"
"12","혼합제제","효고현","2018-12-21","17","불검출","불검출","적합"
"13","혼합제제","효고현","2018-12-21","17","불검출","불검출","적합"
"14","혼합제제","오사카부","2018-12-20","108","불검출","불검출","적합"
