"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 57건","","","","178,874","","",""
"1","빵류","훗카이도","2018-11-14","2,376","불검출","불검출","적합"
"2","혼합제제","도쿄도","2018-12-18","22","불검출","불검출","적합"
"3","혼합제제","도쿄도","2018-12-18","92","불검출","불검출","적합"
"4","초콜릿가공품","아이치현","2018-11-30","403","불검출","불검출","적합"
"5","초콜릿가공품","아이치현","2018-12-03","415","불검출","불검출","적합"
"6","청주","돗토리현","2018-12-20","335","불검출","불검출","적합"
"7","혼합제제","구마모토현","2018-10-28","150","불검출","불검출","적합"
"8","청주","교토부","2018-11-07","360","불검출","불검출","적합"
"9","혼합제제","오사카부","2018-12-18","160","불검출","불검출","적합"
"10","기타천연착향료","효고현","2018-12-14","17","불검출","불검출","적합"
"11","혼합제제","효고현","2018-12-17","34","불검출","불검출","적합"
"12","소스","사가현","2018-11-24","73","불검출","불검출","적합"
"13","소스","사가현","2018-11-16","342","불검출","불검출","적합"
"14","고형차","도치기현","2018-10-18","840","불검출","불검출","적합"
