"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","12건","-","-","49,122","-","-","-"
"1","냉동전갱이(F,포장횟감)","에히메현","2015-4-10","2,000","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2015-4-10","9,690","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-4-10","7,000","불검출","불검출","적합"
"4","활문어","홋카이도","2015-4-10","103","불검출","불검출","적합"
"5","냉장갈치","야마구치현","2015-4-10","2,440","불검출","불검출","적합"
"6","활돔(돌돔)","고치현","2015-4-10","872","불검출","불검출","적합"
"7","활꼬막","후쿠오카현","2015-4-10","2,160","불검출","불검출","적합"
"8","활꼬막(새꼬막)","후쿠오카현","2015-4-10","3,140","불검출","불검출","적합"
"9","냉장갈치","히로시마현","2015-4-10","160","불검출","불검출","적합"
"10","냉동상어(청상아리,F)","태평양","2015-4-10","12,666","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,목살,횟감) 태평양","","2015-4-10","1,410","불검출","불검출","적합"
"12","활가리비","홋카이도","2015-4-10","7,481","불검출","불검출","적합"
