"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","61","","126,600","","",""
"1","어묵","시마네현","2015-06-12","360","불검출","불검출","적합"
"2","기타가공품","시즈오카현","2017-07-01
(유통기한)","21.6","불검출","불검출","적합"
"3","양조간장","지바현","2015-06-11","10,290","불검출","불검출","적합"
"4","볶은커피","시즈오카현","2015-05-19","1,200","불검출","불검출","적합"
"5","과자(쿠키)","도쿠시마현","2015-06-26","180","불검출","불검출","적합"
"6","과자(스낵과자)","아이치현","2015-07-09","1,512","불검출","불검출","적합"
"7","소스류","미에현","2015-03-26","130.2","불검출","불검출","적합"
"8","혼합제제","나가노현","2015-07-08","50","불검출","불검출","적합"
"9","기타가공품","시즈오카현","2017-08-01
(유통기한)","14.58","불검출","불검출","적합"
"10","냉면","효고현","2015-03-26","1,152","불검출","불검출","적합"
"11","금박","이시카와현","2015-07-22","0.3","불검출","불검출","적합"
