"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","93건","","392,720","","",""
"1","소스류","도치기현","2014-09-25","12,000","불검출","불검출","적합"
"2","소스류","가나가와현","2014-10-21","1,741.68","불검출","불검출","적합"
"3","소스류","가나가와현","2014-10-24","388","불검출","불검출","적합"
"4","스피루리나 제품","도쿄도","2014-10-14","495.72","불검출","불검출","적합"
"5","청주","이와테현","2014-10-20","86.4","불검출","불검출","적합"
"6","혼합제제","효고현","2014-11-11","17","불검출","불검출","적합"
"7","조미건어포류","야마나시현","2014-10-21","13.9","불검출","불검출","적합"
"8","조미건어포류","아오모리현","2014-10-16","5.9","불검출","불검출","적합"
"9","조미건어포류","야마나시현","2014-10-27","7.2","불검출","불검출","적합"
"10","조미건어포류","훗카이도","2014-10-20","5.8","불검출","불검출","적합"
"11","조미건어포류","훗카이도","2014-10-20","9.1","불검출","불검출","적합"
"12","국수","사이타마현","2014-10-29","499.5","불검출","불검출","적합"
"13","국수","사이타마현","2014-10-29","525","불검출","불검출","적합"
