"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","125","","150,558","","",""
"1","과자(비스킷)","아이치현","2015-04-23","684","불검출","불검출","적합"
"2","과자(쿠키)","시가현","2015-06-03","702","불검출","불검출","적합"
"3","과자(스낵과자)","아이치현","2015-06-03","352.8","불검출","불검출","적합"
"4","캔디류(사탕)","아이치현","2015-06-04","480","불검출","불검출","적합"
"5","과자(스낵과자)","니가타현","2015-06-01","204","불검출","불검출","적합"
"6","캔디류(사탕)","아이치현","2015-05-13","180","불검출","불검출","적합"
"7","과자(스낵과자)","니가타현","2015-06-01","129.6","불검출","불검출","적합"
"8","과자(스낵과자)","니가타현","2015-05-26","168","불검출","불검출","적합"
"9","복합조미식품","사이타마현","2015-05-15","200","불검출","불검출","적합"
"10","혼합제제","효고현","2015-06-23","17","불검출","불검출","적합"
"11","소스류","히로시마현","2015-05-21","1,649.16","불검출","불검출","적합"
"12","소스류","히로시마현","2015-06-04","3,780","불검출","불검출","적합"
