"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"82","맥주","후쿠오카현","2016-02-01","51,720","불검출","불검출","적합"
"83","맥주","아이치현","2016-02-22","48,500","불검출","불검출","적합"
"84","건어포류","에히메현","2016-02-19","100","불검출","불검출","적합"
"85","청주","니가타현","2016-02-23","367.2","불검출","불검출","적합"
"86","혼합제제","에히메현","2016-03-09","450","불검출","불검출","적합"
"87","자당지방산에스테르","시가현","2016-02-16","6,000","불검출","불검출","적합"
"88","소스류","효고현","2016-03-09","11,950.5","불검출","불검출","적합"
"89","소스류","이와테현","2016-02-24","1,950","불검출","불검출","적합"
"90","L-글루타민산나트
륨제제","시즈오카현","2016-02-12","2,100","불검출","불검출","적합"
"91","양파/신선,냉장","훗카이도","2016-03-09","360,000","불검출","불검출","적합"
"92","혼합제제","미에현","2016-03-04","1,550","불검출","불검출","적합"
"93","혼합제제","미에현","2016-02-01","54","불검출","불검출","적합"
"94","과자(스낵과자)","사이타마현","2015-10-15","1,256","불검출","불검출","적합"
