"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"82","혼합제제","이바라키현","2016-02-12","60","불검출","불검출","적합"
"83","혼합제제","이바라키현","2016-01-15","900","불검출","불검출","적합"
"84","혼합제제","이바라키현","2016-02-16","810","불검출","불검출","적합"
"85","혼합제제","사이타마현","2016-02-03","200","불검출","불검출","적합"
"86","혼합제제","사이타마현","2016-02-15","75","불검출","불검출","적합"
"87","혼합제제","오카야마현","2015-08-11","90","불검출","불검출","적합"
"88","혼합제제","오카야마현","2016-02-15","60","불검출","불검출","적합"
"89","혼합제제","오카야마현","2016-02-12","90","불검출","불검출","적합"
"90","미소섬유상셀룰로
오스","효고현","2016-02-05","1,000","불검출","불검출","적합"
"91","혼합제제","오카야마현","2016-03-02","105","불검출","불검출","적합"
"92","과자(스낵과자)","미에현","2016-02-11","13,012.5","불검출","불검출","적합"
"93","혼합제제","오사카부","2016-02-10","1,320","불검출","불검출","적합"
"94","과자(스낵과자)","미에현","2016-02-11","1,754.4","불검출","불검출","적합"
"95","과자(스낵과자)","미에현","2016-03-02","1,440","불검출","불검출","적합"
"96","기타가공품","와카야마현","2016-02-29","1,000","불검출","불검출","적합"
"97","혼합제제","오카야마현","2016-03-08","495","불검출","불검출","적합"
"98","혼합제제","오카야마현","2016-03-04","165","불검출","불검출","적합"
"99","청주","후쿠오카현","2016-02-01","122.4","불검출","불검출","적합"
"100","채종유(유채유또는
카놀라유)","후쿠오카현","2016-03-08","10,725","불검출","불검출","적합"
"101","혼합제제","효고현","2016-03-04","136","불검출","불검출","적합"
