"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"67","혼합제제","효고현","2014-03-13","17","불검출","불검출","적합"
"68","혼합제제","효고현","2014-03-13","17","불검출","불검출","적합"
"69","혼합제제","효고현","2014-03-13","17","불검출","불검출","적합"
"70","기타천연착향료","효고현","2014-03-13","17","불검출","불검출","적합"
"71","혼합제제","효고현","2014-03-13","17","불검출","불검출","적합"
"72","혼합제제","효고현","2014-03-13","10","불검출","불검출","적합"
"73","캔디류(사탕)","미에현","2014-02-10","192","불검출","불검출","적합"
"74","소스류","효고현","2014-03-03","1,267","불검출","불검출","적합"
"75","소스류","효고현","2014-03-03","254.9","불검출","불검출","적합"
"76","이온교환수지","후쿠오카현","2012-07-31","5,936","불검출","불검출","적합"
"77","이온교환수지","후쿠오카현","2013-11-19","2,634","불검출","불검출","적합"
