"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","86건","","84,201","","",""
"1","침출차","효고현","2014-03-01","40","불검출","불검출","적합"
"2","침출차","오사카부","2014-03-01","10","불검출","불검출","적합"
"3","침출차","오사카부","2014-03-01","3.5","불검출","불검출","적합"
"4","침출차","교토부","2014-03-01","10","불검출","불검출","적합"
"5","침출차","가가와현","2014-03-01","40","불검출","불검출","적합"
"6","침출차","효고현","2014-03-01","20","불검출","불검출","적합"
"7","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"8","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"9","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"10","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"11","침출차","효고현","2014-03-01","10","불검출","불검출","적합"
"12","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"13","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"14","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"15","침출차","후쿠오카현","2014-03-01","50","불검출","불검출","적합"
"16","금박","이시카와현","2014-02-14","1.5","불검출","불검출","적합"
