"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 155건","","","","846,397","","",""
"1","기타가공품","이바라키현","2018-10-02","18,000","불검출","불검출","적합"
"2","소스","야마가타현","2018-09-11","8,820","불검출","불검출","적합"
"3","소스","후쿠오카현","2018-10-10","6,300","불검출","불검출","적합"
"4","시클로덱스트린시럽","시즈오카현","2018-09-15","16,000","불검출","불검출","적합"
"5","기타 수산물가공품","훗카이도","2018-09-28","450","불검출","불검출","적합"
"6","혼합제제","오카야마현","2018-10-09","100","불검출","불검출","적합"
"7","탄산음료","오사카부","2018-08-28","2,465","불검출","불검출","적합"
"8","탄산음료","오사카부","2018-08-10","480","불검출","불검출","적합"
"9","종국","오사카부","2018-10-03","31","불검출","불검출","적합"
"10","혼합제제","효고현","2018-10-05","85","불검출","불검출","적합"
"11","혼합제제","효고현","2018-10-05","17","불검출","불검출","적합"
"12","빵류","나가사키현","2018-10-15","22","불검출","불검출","적합"
"13","빵류","나가사키현","2018-10-15","176","불검출","불검출","적합"
"14","숙면","후쿠오카현","2018-10-06","3,000","불검출","불검출","적합"
