"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활방어","에히메현","2018-10-26","7,129","적합","적합","적합"
"2","활돔(참돔)","에히메현","2018-10-26","2,864","적합","적합","적합"
"3","활돔(참돔)","에히메현","2018-10-26","4,840","적합","적합","적합"
"4","냉장명태","홋카이도","2018-10-26","1,300","적합","적합","적합"
"5","활우렁쉥이","홋카이도","2018-10-26","8,455","적합","적합","적합"
"6","활돔(참돔)","에히메현","2018-10-26","4,821","적합","적합","적합"
"7","냉장명태","홋카이도","2018-10-26","2,600","적합","적합","적합"
"8","냉장홍어","홋카이도","2018-10-26","622","적합","적합","적합"
"9","냉장명태","홋카이도","2018-10-26","4,355","적합","적합","적합"
"10","냉동돔(황돔)","후쿠오카현","2018-10-26","5,152","적합","적합","적합"
"11","냉동개아지살(가리비,횟감)","홋카이도","2018-10-26","1,100","적합","적합","적합"
"12","냉동홍어","후쿠오카현","2018-10-26","180","적합","적합","적합"
"13","활우렁쉥이","홋카이도","2018-10-26","9,036","적합","적합","적합"
"14","활우렁쉥이","홋카이도","2018-10-26","8,773","적합","적합","적합"
"15","냉장명태","홋카이도","2018-10-26","3,900","적합","적합","적합"
"16","활우렁쉥이","홋카이도","2018-10-26","8,598","적합","적합","적합"
"17","마른김","가가와현","2018-10-26","6","적합","적합","적합"
"18","활바리(능성어)","에히메현","2018-10-26","1,680","적합","적합","적합"
"19","활방어","에히메현","2018-10-26","7,786","적합","적합","적합"
"20","냉장돔(황돔)","나가사키현","2018-10-26","184","적합","적합","적합"
