"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 98건","","","","180,293","","",""
"1","소스","도치기현","2018-09-04","1,378","불검출","불검출","적합"
"2","혼합제제","오카야마현","2018-10-09","15","불검출","불검출","적합"
"3","즉석조리식품","훗카이도","","48","불검출","불검출","적합"
"4","과·채가공품","훗카이도","2018-08-30","4","불검출","불검출","적합"
"5","소스","훗카이도","2018-08-24","1,920","불검출","불검출","적합"
"6","카레(커리)","니가타현","2018-08-03","840","불검출","불검출","적합"
"7","양념젓갈","가나가와현","2018-08-26","24","불검출","불검출","적합"
"8","복합조미식품","나라현","2018-08-31","660","불검출","불검출","적합"
"9","카레(커리)","도치기현","2018-07-30","11,564","불검출","불검출","적합"
"10","카레(커리)","도치기현","2018-07-17","3,574","불검출","불검출","적합"
"11","복합조미식품","후쿠오카현","2018-10-11","300","불검출","불검출","적합"
"12","절임식품","미야자키현","2018-10-11","32","불검출","불검출","적합"
"13","소스","군마현","2018-08-08","108","불검출","불검출","적합"
"14","혼합제제","오카야마현","2018-09-18","15","불검출","불검출","적합"
