"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","청주","교토부","2015-06-29","129.6","불검출","불검출","적합"
"14","복합조미식품","교토부","2015-07-07","220","불검출","불검출","적합"
"15","소스류","교토부","2015-07-14","2,007","불검출","불검출","적합"
"16","당류가공품","오사카부","2015-07-08","79.2","불검출","불검출","적합"
"17","맥주","오이타현","2015-06-21","14,760","불검출","불검출","적합"
"18","국수","사이타마현","2015-06-26","660","불검출","불검출","적합"
"19","떡류","군마현","2015-06-27","32.76","불검출","불검출","적합"
"20","트랜스글루타미나아제","가나가와현","2015-04-18","100","불검출","불검출","적합"
"21","복합조미식품","가나가와현","2015-02-03","700","불검출","불검출","적합"
"22","트랜스글루타미나아제","가나가와현","2015-05-10","50","불검출","불검출","적합"
"23","기타가공품","효고현","2015-04-10","100","불검출","불검출","적합"
"24","기타천연착향료","오카야마현","2015-07-10","15","불검출","불검출","적합"
"25","트랜스글루타미나아제","가나가와현","2015-06-05","200","불검출","불검출","적합"
"26","오메가-3지방산
함유유지(원료성)","이바라키현","2015-03-10","540","불검출","불검출","적합"
"27","합성착향료","가나가와현","2015-06-12","2","불검출","불검출","적합"
"28","혼합제제","사이타마현","2015-07-21","48","불검출","불검출","적합"
"29","혼합제제","사이타마현","2015-07-21","8","불검출","불검출","적합"
"30","소스류","도치기현","2015-06-23","12,000","불검출","불검출","적합"
"31","과자(스낵과자)","고치현","2015-06-03","28.2","불검출","불검출","적합"
"32","혼합제제","도쿄도","2015-07-15","45","불검출","불검출","적합"
"33","과자(스낵과자)","고치현","2015-06-23","13.3","불검출","불검출","적합"
"34","과자(쿠키)","아이치현","2015-06-26","19.4","불검출","불검출","적합"
"35","액상차","후쿠이현","2015-05-21","864","불검출","불검출","적합"
"36","액상차","후쿠이현","2015-04-17","470.4","불검출","불검출","적합"
"37","과자(스낵과자)","고치현","2015-06-10","41.6","불검출","불검출","적합"
"38","드레싱","사가현","2015-05-06","6,610","불검출","불검출","적합"
"39","과.채가공품","시가현","2015-07-17","50","불검출","불검출","적합"
"40","퀼라야추출물","히로시마현","2015-07-01","100","불검출","불검출","적합"
"41","천연향신료","오사카부","2015-06-15","5","불검출","불검출","적합"
