"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 101건","","","","401,364","","",""
"1","빵류(그외
빵류)","사가현","2017-05-05","832","불검출","불검출","적합"
"2","빵류(그외 빵류)","사가현","2017-05-03","1,096","불검출","불검출","적합"
"3","빵류(그외 빵류)","사가현","2017-05-02","653","불검출","불검출","적합"
"4","어묵","미야자키현","2017-05-08","364","불검출","불검출","적합"
"5","볶은커피","시즈오카현","2017-04-21","1,075","불검출","불검출","적합"
"6","볶은커피","시즈오카현","2017-03-07","162","불검출","불검출","적합"
"7","볶은커피","효고현","2017-03-23","82","불검출","불검출","적합"
"8","볶은커피","효고현","2017-04-14","144","불검출","불검출","적합"
"9","볶은커피","시즈오카현","2017-04-20","43","불검출","불검출","적합"
"10","인스턴트커피","오사카부","2017-04-20","43","불검출","불검출","적합"
"11","인스턴트커피","오사카부","2017-04-20","43","불검출","불검출","적합"
