"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태(F)","러시아","2018-08-01","21,669","불검출","불검출","적합"
"2","냉동대구","러시아","2018-08-01","15,225","불검출","불검출","적합"
"3","냉동어란(명란)","러시아","2018-08-01","63,133","불검출","불검출","적합"
"4","냉동가자미","러시아","2018-08-01","1,612","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","러시아","2018-08-01","22,050","불검출","불검출","적합"
"6","냉동가자미(까지가자미)","러시아","2018-08-01","2,147","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2018-08-01","14,400","불검출","불검출","적합"
"8","냉동대구","러시아","2018-08-01","5,038","불검출","불검출","적합"
"9","냉동가자미(각시가자미)","러시아","2018-08-01","22,300","불검출","불검출","적합"
"10","냉동대구","러시아","2018-08-01","8,536","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","러시아","2018-08-01","1,488","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","러시아","2018-08-01","22,050","불검출","불검출","적합"
"13","냉동대구(목살)","러시아","2018-08-01","19,516","불검출","불검출","적합"
"합계","","-","-","219,164","-","-","-"
