"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"72","수산물가공품","훗카이도","2015-05-11","750","불검출","불검출","적합"
"73","혼합제제","시가현","2015-05-01","925","불검출","불검출","적합"
"74","혼합제제","시즈오카현","2015-04-14","4,420","불검출","불검출","적합"
"75","향신료조제품
(고추냉이가공품)","도쿄도","2015-04-27","660","불검출","불검출","적합"
"76","혼합제제","시가현","2015-05-01","100","불검출","불검출","적합"
"77","혼합제제","시가현","2015-05-07","50","불검출","불검출","적합"
"78","혼합제제","시가현","2015-04-30","400","불검출","불검출","적합"
"79","향신료조제품
(고추냉이가공품)","도쿄도","2015-04-28","1,375","불검출","불검출","적합"
"80","볶은커피","미에현","2015-04-21","168","불검출","불검출","적합"
"81","혼합제제","야마가타현","2015-04-15","1,850","불검출","불검출","적합"
"82","드레싱","사가현","2015-04-30","552","불검출","불검출","적합"
"83","소스류","오이타현","2015-04-28","1,440","불검출","불검출","적합"
"84","혼합제제","나가노현","2015-03-18","100","불검출","불검출","적합"
"85","기타주류","가고시마현","2015-05-12","15,104","불검출","불검출","적합"
"86","빵류(그외 빵류)","히로시마현","2015-05-10","1,217.16","불검출","불검출","적합"
"87","빵류(그외 빵류)","히로시마현","2015-05-12","331.17","불검출","불검출","적합"
"88","빵류(그외 빵류)","히로시마현","2015-05-07","1,764","불검출","불검출","적합"
"89","빵류(그외 빵류)","히로시마현","2015-05-09","1,764","불검출","불검출","적합"
"90","에탄올","야마나시현","2015-04-24","4,992","불검출","불검출","적합"
"91","소스류","히로시마현","2015-04-27","1,260","불검출","불검출","적합"
"92","즉석조리식품","나가노현","2015-04-21","622.2","불검출","불검출","적합"
"93","즉석조리식품","나가노현","2015-04-20","483.84","불검출","불검출","적합"
"94","즉석조리식품","나가노현","2015-04-20","483.84","불검출","불검출","적합"
"95","즉석조리식품","나가노현","2015-04-20","213.2","불검출","불검출","적합"
"96","즉석조리식품","나가노현","2015-04-20","201.6","불검출","불검출","적합"
"97","즉석조리식품","나가노현","2015-04-22","224.64","불검출","불검출","적합"
"98","기타장류","나가노현","2015-04-14","153.6","불검출","불검출","적합"
"99","과자(스낵과자)","가고시마현","2015-04-23","503.21","불검출","불검출","적합"
