"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 110건","","","","862,907","","",""
"1","소스류","사이타마현","2017-05-09","406","불검출","불검출","적합"
"2","덱스트린","효고현","2017-05-15","1,500","불검출","불검출","적합"
"3","혼합제제","오사카부","2017-06-09","15","불검출","불검출","적합"
"4","혼합제제","오사카부","2017-06-07","150","불검출","불검출","적합"
"5","혼합제제","오사카부","2017-06-09","60","불검출","불검출","적합"
"6","혼합제제","오사카부","2017-06-13","30","불검출","불검출","적합"
"7","혼합제제","오사카부","2017-06-05","45","불검출","불검출","적합"
"8","혼합제제","오사카부","2017-06-09","15","불검출","불검출","적합"
"9","혼합제제","오사카부","2017-06-09","30","불검출","불검출","적합"
"10","혼합제제","오사카부","2017-06-08","15","불검출","불검출","적합"
"11","카페인","지바현","2017-03-23","100","불검출","불검출","적합"
"12","기타가공품","시즈오카현","2016-10-03","2,630","불검출","불검출","적합"
"13","초콜릿가공품","훗카이도","2017-05-02","235","불검출","불검출","적합"
