"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 125건","","","","342,172","","",""
"1","양조간장","오사카부","2017-06-02","1,200","불검출","불검출","적합"
"2","소스류","나가사키현","2017-03-31","1,263","불검출","불검출","적합"
"3","곡류가공품","아이치현","2017-05-11","29","불검출","불검출","적합"
"4","당류가공품","오카야마현","2017-05-26","16,000","불검출","불검출","적합"
"5","과자(스낵과자)","니가타현","2017-06-13","612","불검출","불검출","적합"
"6","유탕면류","아이치현","2017-05-18","624","불검출","불검출","적합"
"7","과자(스낵과자)","니가타현","2017-06-13","306","불검출","불검출","적합"
"8","덱스트린","효고현","2017-04-09","25,600","불검출","불검출","적합"
"9","즉석조리식품","나가노현","2017-05-23","121","불검출","불검출","적합"
"10","즉석조리식품","나가노현","2017-05-22","281","불검출","불검출","적합"
"11","즉석조리식품","나가노현","2017-05-24","124","불검출","불검출","적합"
"12","혼합장","나가노현","2017-05-24","11,616","불검출","불검출","적합"
"13","된장","나가노현","2017-05-23","500","불검출","불검출","적합"
