"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 154건","","","","243,116","","",""
"1","캔디류(사탕)","아이치현","2017-05-02","307","불검출","불검출","적합"
"2","캔디류(젤리)","군마현","2017-05-26","3,744","불검출","불검출","적합"
"3","캔디류(젤리)","군마현","2017-05-13","3,744","불검출","불검출","적합"
"4","캔디류(젤리)","군마현","2017-05-25","3,744","불검출","불검출","적합"
"5","국수","가가와현","2017-05-29","4,000","불검출","불검출","적합"
"6","유바","아이치현","2017-05-01","184","불검출","불검출","적합"
"7","기타어육가공품","훗카이도","2017-05-25","225","불검출","불검출","적합"
"8","떡류","지바현","2017-04-18","70","불검출","불검출","적합"
"9","수산물가공품","에미헤현","2017-06-09","408","불검출","불검출","적합"
"10","국수","나가노현","2017-06-01","300","불검출","불검출","적합"
"11","국수","나가노현","2017-06-01","450","불검출","불검출","적합"
"12","국수","나가노현","2017-06-01","450","불검출","불검출","적합"
"13","소스류","사이타마현","2017-05-16","2,915","불검출","불검출","적합"
