"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 171건","","","","661,058","","",""
"1","즉석조리식품","나가노현","2019-01-23","933","불검출","불검출","적합"
"2","맥주","후쿠오카현","2019-02-05","17,448","불검출","불검출","적합"
"3","맥주","후쿠오카현","2019-02-06","11,880","불검출","불검출","적합"
"4","맥주","후쿠오카현","2019-01-29","69,127","불검출","불검출","적합"
"5","맥주","후쿠오카현","2019-01-23","283,486","불검출","불검출","적합"
"6","맥주","아이치현","2019-01-07","14,058","불검출","불검출","적합"
"7","캔디류","군마현","2018-12-03","1,872","불검출","불검출","적합"
"8","캔디류","군마현","2018-12-19","6,240","불검출","불검출","적합"
"9","탄산음료","오사카부","2019-01-29","7,200","불검출","불검출","적합"
"10","과자","이바라키현","2019-02-04","900","불검출","불검출","적합"
"11","과자","이바라키현","2019-02-08","2,160","불검출","불검출","적합"
"12","과자","이바라키현","2019-02-08","2,340","불검출","불검출","적합"
"13","혼합제제","가나가와현","2019-02-14","300","불검출","불검출","적합"
"14","액상차","미에현","2019-01-04","960","불검출","불검출","적합"
