"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","117","","196,401","","",""
"1","소스류","후쿠오카현","2015-05-21","504","불검출","불검출","적합"
"2","과자(스낵과자)","사이타마현","2015-05-22","1,706","불검출","불검출","적합"
"3","소스류","히로시마현","2015-05-14","3,105","불검출","불검출","적합"
"4","소스류","히로시마현","2015-04-28","2,520","불검출","불검출","적합"
"5","소스류","히로시마현","2015-05-20","1,386","불검출","불검출","적합"
"6","소스류","히로시마현","2015-05-15","3,150","불검출","불검출","적합"
"7","소스류","히로시마현","2015-05-21","1,223.4","불검출","불검출","적합"
"8","소스류","히로시마현","2015-05-21","1,221.6","불검출","불검출","적합"
"9","소스류","히로시마현","2015-03-18","660","불검출","불검출","적합"
"10","카페인","지바현","2015-03-25","100","불검출","불검출","적합"
"11","탄산마그네슘","가가와현","2015-03-23","40","불검출","불검출","적합"
"12","혼합제제","사이타마현","2015-06-03","210","불검출","불검출","적합"
