"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"43","카레","도치기현","2014-11-19","5,823.6","불검출","불검출","적합"
"44","빵류(카스텔라)","사이타마현","2014-12-24","38.4","불검출","불검출","적합"
"45","향신료조제품
(고추냉이가공품)","사이타마현","2015-02-04","240","불검출","불검출","적합"
"46","소스류","훗카이도","2014-10-31","4,368","불검출","불검출","적합"
"47","소스류","사이타마현","2015-01-29","600","불검출","불검출","적합"
"48","국수","사이타마현","2015-02-09","5,544","불검출","불검출","적합"
"49","양조간장","지바현","2015-02-03","1,800","불검출","불검출","적합"
"50","합성착향료","오사카부","2015-02-04","6","불검출","불검출","적합"
"51","혼합제제","오사카부","2015-02-05","3","불검출","불검출","적합"
"52","효모추출물제품","오이타현","2014-11-12","200","불검출","불검출","적합"
"53","복합조미식품","오이타현","2014-12-25","500","불검출","불검출","적합"
"54","조미된장","아이치현","2015-01-27","12,000","불검출","불검출","적합"
"55","조미된장","아이치현","2015-01-28","7,000","불검출","불검출","적합"
"56","탄산수소암모늄","도야마현","2015-01-20","18,000","불검출","불검출","적합"
"57","청주","교토부","2015-01-27","561.6","불검출","불검출","적합"
"58","청주","교토부","2015-01-22","4,492.8","불검출","불검출","적합"
"59","건어포류","에히메현","2015-01-29","450","불검출","불검출","적합"
"60","건어포류","에히메현","2015-01-27","1,116","불검출","불검출","적합"
"61","건어포류","에히메현","2015-01-23","600","불검출","불검출","적합"
"62","L-글루타민산나트
륨제제","시즈오카현","2015-01-27","1,050","불검출","불검출","적합"
"63","복합조미식품","야마구치현","2015-02-03","4,470","불검출","불검출","적합"
"64","소스류","야마구치현","2015-01-09","666","불검출","불검출","적합"
"65","활성탄","기후현","2015-02-05","400","불검출","불검출","적합"
"66","활성탄","기후현","2015-02-03","500","불검출","불검출","적합"
"67","활성탄","기후현","2015-02-09","900","불검출","불검출","적합"
"68","소스류","교토부","2015-02-03","1,928.88","불검출","불검출","적합"
"69","소스류","아이치현","2015-01-19","951.4","불검출","불검출","적합"
"70","소스류","아이치현","2015-01-20","700","불검출","불검출","적합"
"71","소스류","오사카부","2015-01-21","1,476","불검출","불검출","적합"
