"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"118","소스류","효고현","2014-12-17","12,136.5","불검출","불검출","적합"
"119","호박산","효고현","2014-10-17","4,000","불검출","불검출","적합"
"120","소스류","에히메현","2014-12-08","2,960","불검출","불검출","적합"
"121","소스류","에히메현","2014-12-06","4,248","불검출","불검출","적합"
"122","혼합제제","효고현","2014-12-08","17","불검출","불검출","적합"
"123","혼합제제","오사카부","2014-12-08","16,104","불검출","불검출","적합"
"124","혼합간장","가가와현","2014-12-04","1,440","불검출","불검출","적합"
"125","캔디류(젤리)","오사카부","2014-10-22","151.2","불검출","불검출","적합"
"126","당류가공품","교토부","2014-11-05","126","불검출","불검출","적합"
"127","가공두부","나가노현","2014-12-08","85","불검출","불검출","적합"
"128","당류가공품","교토부","2014-11-11","33.21","불검출","불검출","적합"
"129","카르복시메틸셀룰
로오스나트륨","시마네현","2014-09-23","3,000","불검출","불검출","적합"
"130","당류가공품","교토부","2014-11-26","65.52","불검출","불검출","적합"
"131","당류가공품","교토부","2014-10-29","65.53","불검출","불검출","적합"
"132","당류가공품","오사카부","2014-10-15","91.8","불검출","불검출","적합"
"133","당류가공품","교토부","2014-09-25","43.2","불검출","불검출","적합"
"134","당류가공품","교토부","2014-11-11","46.98","불검출","불검출","적합"
"135","백설탕","지바현","2014-10-06","800","불검출","불검출","적합"
"136","혼합제제","이바라키현","2014-11-18","720","불검출","불검출","적합"
"137","혼합제제","이바라키현","2014-11-12","450","불검출","불검출","적합"
"138","혼합제제","이바라키현","2014-11-20","315","불검출","불검출","적합"
"139","혼합제제","가나가와현","2014-11-17","90","불검출","불검출","적합"
"140","혼합제제","이바라키현","2014-11-13","14","불검출","불검출","적합"
"141","혼합제제","오카야마현","2014-11-21","180","불검출","불검출","적합"
"142","혼합제제","오카야마현","2014-10-28","30","불검출","불검출","적합"
