"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"133","혼합제제","시가현","2014-12-10","100","불검출","불검출","적합"
"134","기타가공품","이바라키현","2014-12-04","9,000","불검출","불검출","적합"
"135","열량 및
영양공급용
의료용도식품","이바라키현","2014-10-28","21.6","불검출","불검출","적합"
"136","혼합제제","오사카부","2014-11-07","1,000","불검출","불검출","적합"
"137","혼합제제","효고현","2014-11-20","90","불검출","불검출","적합"
"138","혼합제제","시가현","2014-12-12","175.27","불검출","불검출","적합"
"139","혼합제제","오사카부","2014-08-22","500","불검출","불검출","적합"
"140","혼합제제","히로시마현","2014-12-19","400","불검출","불검출","적합"
"141","혼합제제","히로시마현","2014-08-06","400","불검출","불검출","적합"
"142","혼합제제","시즈오카현","2014-12-02","125","불검출","불검출","적합"
"143","혼합제제","시즈오카현","2014-12-02","350","불검출","불검출","적합"
"144","혼합제제","시즈오카현","2014-12-02","40","불검출","불검출","적합"
"145","혼합제제","미에현","2014-12-15","150","불검출","불검출","적합"
"146","프로필렌글리콜지
방산에스테르","오사카부","2014-07-28","50","불검출","불검출","적합"
"147","혼합제제","미에현","2014-10-08","32","불검출","불검출","적합"
"148","폴리글리세린지방
산에스테르","미에현","2014-11-28","80","불검출","불검출","적합"
