"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"90","혼합제제","시즈오카현","2014-12-02","25","불검출","불검출","적합"
"91","혼합제제","시즈오카현","2014-12-03","25","불검출","불검출","적합"
"92","혼합제제","사이타마현","2014-12-05","200","불검출","불검출","적합"
"93","혼합제제","사이타마현","2014-12-05","200","불검출","불검출","적합"
"94","맥주","후쿠오카현","2014-10-20","65,224.8","불검출","불검출","적합"
"95","즉석조리식품","나가노현","2014-11-26","3,111","불검출","불검출","적합"
"96","소스류","도치기현","2014-11-13","480","불검출","불검출","적합"
"97","소스류","도치기현","2014-11-13","432","불검출","불검출","적합"
"98","소스류","도치기현","2014-11-12","864","불검출","불검출","적합"
"99","즉석조리식품","나가노현","2014-11-26","374.4","불검출","불검출","적합"
"100","당류가공품","교토부","2014-10-20","287.55","불검출","불검출","적합"
"101","당류가공품","교토부","2014-10-19","276.39","불검출","불검출","적합"
"102","당류가공품","교토부","2014-10-18","221.85","불검출","불검출","적합"
"103","당류가공품","교토부","2014-10-18","111.69","불검출","불검출","적합"
"104","당류가공품","교토부","2014-10-04","204.48","불검출","불검출","적합"
"105","당류가공품","교토부","2014-10-20","232.2","불검출","불검출","적합"
"106","가공두부","오사카부","2014-12-10","5,000","불검출","불검출","적합"
"107","혼합제제","효고현","2014-12-08","5,000","불검출","불검출","적합"
"108","혼합제제","오사카부","2014-12-04","1,008","불검출","불검출","적합"
"109","청국장","가고시마현","2014-12-02","1,800","불검출","불검출","적합"
"110","기타천연착향료","사이타마현","2014-10-22","50","불검출","불검출","적합"
"111","기타천연착향료","사이타마현","2014-12-03","90","불검출","불검출","적합"
"112","혼합제제","가나가와현","2014-12-03","1,000","불검출","불검출","적합"
"113","조미된장","아이치현","2014-09-11","3,000","불검출","불검출","적합"
"114","양조간장","효고현","2014-12-03","13,646.88","불검출","불검출","적합"
"115","조미된장","아이치현","2014-11-25","7,000","불검출","불검출","적합"
"116","혼합제제","효고현","2014-12-08","34","불검출","불검출","적합"
"117","호박산이나트륨","효고현","2014-09-13","10,800","불검출","불검출","적합"
