"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 88건","","","","588,154","","",""
"1","홍화황색소","오사카부","2017-11-15","30","불검출","불검출","적합"
"2","가공두부","나가노현","2017-11-09","12,222","불검출","불검출","적합"
"3","과자(스낵과자)","사이타마현","2017-07-16","2,512","불검출","불검출","적합"
"4","과자(스낵과자)","사이타마현","2017-07-18","1,256","불검출","불검출","적합"
"5","청주","후쿠오카현","2017-11-27","86","불검출","불검출","적합"
"6","소스류","에히메현","2017-11-14","6,960","불검출","불검출","적합"
"7","수산물가공품","에히메현","2017-04-18","5,029","불검출","불검출","적합"
"8","캔디류(사탕)","가나가와현","2017-11-06","181","불검출","불검출","적합"
"9","캔디류(젤리)","후쿠오카현","2017-09-20","2,250","불검출","불검출","적합"
"10","액상차","시즈오카현","2017-10-01","1,176","불검출","불검출","적합"
"11","비타민/무기질","사이타마현","2017-11-16","181","불검출","불검출","적합"
"12","액상차","야마구치현","2017-10-01","168","불검출","불검출","적합"
"13","캔디류(젤리)","후쿠오카현","2017-09-15","2,250","불검출","불검출","적합"
