"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 107건","","","","168,044","","",""
"1","혼합제제","오사카부","2017-11-08","660","불검출","불검출","적합"
"2","혼합제제","오카야마현","2017-05-31","150","불검출","불검출","적합"
"3","두류가공품","시가현","2017-11-06","810","불검출","불검출","적합"
"4","기타천연착향료","히로시마현","2017-11-17","30","불검출","불검출","적합"
"5","합성착향료","가나가와현","2017-04-18","21","불검출","불검출","적합"
"6","볶은커피","도쿄도","2017-10-20","64","불검출","불검출","적합"
"7","소스류","후쿠오카현","2017-10-17","1,404","불검출","불검출","적합"
"8","복합조미식품","효고현","2017-10-12","960","불검출","불검출","적합"
"9","식초절임(생강절임)","아이치현","2017-12-06","306","불검출","불검출","적합"
"10","액상차","오사카부","2017-10-25","922","불검출","불검출","적합"
"11","혼합제제","와카야마현","2017-10-31","500","불검출","불검출","적합"
"12","소스류","에히메현","2017-12-06","6,243","불검출","불검출","적합"
"13","커피/건조","온두라스","2017-10-30","17,196","불검출","불검출","적합"
