"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 158건","","","","820,333","","",""
"1","즉석조리식품","나가노현","2018-11-13","622","불검출","불검출","적합"
"2","캔디류","아이치현","2018-11-20","756","불검출","불검출","적합"
"3","녹차추출물
/알로에전잎","기후현","2018-12-04","508","불검출","불검출","적합"
"4","청주","효고현","2018-11-01","1,680","불검출","불검출","적합"
"5","청주","도야마현","2018-10-26","23,040","불검출","불검출","적합"
"6","청주","효고현","2018-11-27","8,400","불검출","불검출","적합"
"7","위스키","지바현","2018-11-05","2,592","불검출","불검출","적합"
"8","청주","효고현","2018-11-05","8,640","불검출","불검출","적합"
"9","청주","효고현","2018-11-27","6,720","불검출","불검출","적합"
"10","과자","고치현","2018-11-07","600","불검출","불검출","적합"
"11","청주","시즈오카현","2018-11-09","86","불검출","불검출","적합"
"12","청주","나가노현","2018-05-11","130","불검출","불검출","적합"
"13","절임식품","훗카이도","2018-09-30","104","불검출","불검출","적합"
