"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 169건","","","","272,125","","",""
"1","청주","아이치현","2018-09-13","130","불검출","불검출","적합"
"2","청주","아이치현","2018-10-26","288","불검출","불검출","적합"
"3","혼합제제","오카야마현","2018-12-05","90","불검출","불검출","적합"
"4","혼합제제","효고현","2018-11-30","34","불검출","불검출","적합"
"5","기타천연착향료","오사카부","2018-11-26","15","불검출","불검출","적합"
"6","합성향료","효고현","2017-10-19","20","불검출","불검출","적합"
"7","혼합제제","오카야마현","2018-12-04","30","불검출","불검출","적합"
"8","기타천연착향료","오사카부","2018-11-26","120","불검출","불검출","적합"
"9","기타천연착향료","오사카부","2018-11-26","15","불검출","불검출","적합"
"10","혼합제제","오사카부","2018-11-14","425","불검출","불검출","적합"
"11","초콜릿가공품","아이치현","2018-11-01","415","불검출","불검출","적합"
"12","초콜릿가공품","아이치현","2018-10-30","403","불검출","불검출","적합"
"13","천연향신료","시가현","2018-11-29","8,000","불검출","불검출","적합"
"14","인스턴트커피","가나가와현","2018-08-20","1,760","불검출","불검출","적합"
