"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건22","-","-","63,845","-","-","-"
"1","활돔 벵에돔
(
)","와카야마현","2015-10-08","494","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2015-10-08","10,205","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2015-10-08","10,481","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2015-10-08","9,597","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2015-10-08","18,879","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2015-10-08","3,452","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2015-10-08","205","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2015-10-08","1,456","불검출","불검출","적합"
"9","냉장갈치","오이타현","2015-10-08","1,100","불검출","불검출","적합"
"10","냉장갈치","야마구치현","2015-10-08","160","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2015-10-08","1,304","불검출","불검출","적합"
"12","냉장갈치","에히메현","2015-10-08","2,070","불검출","불검출","적합"
"13","냉장갈치","오이타현","2015-10-08","610","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2015-10-08","60","불검출","불검출","적합"
"15","냉장돔 황돔(
)","야마구치현","2015-10-08","145","불검출","불검출","적합"
"16","냉장돔 참돔(
)","야마구치현","2015-10-08","190","불검출","불검출","적합"
