"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 92건","","","","518,066","","",""
"1","혼합제제","사이타마현","2019-03-13","72","불검출","불검출","적합"
"2","과자","도쿠시마현","2019-02-07","1,605","불검출","불검출","적합"
"3","과자","도쿠시마현","2019-02-12","697","불검출","불검출","적합"
"4","빵류","기후현","2019-03-10","126","불검출","불검출","적합"
"5","혼합음료","도쿄도","2019-01-28","2,664","불검출","불검출","적합"
"6","과자","니가타현","2019-03-05","104","불검출","불검출","적합"
"7","과자","니가타현","2019-03-06","108","불검출","불검출","적합"
"8","탄산음료","오사카부","2019-02-06","1,800","불검출","불검출","적합"
"9","건어포","효고현","2019-03-07","56","불검출","불검출","적합"
"10","소스","도야마현","2019-03-06","90","불검출","불검출","적합"
"11","초콜릿가공품","오사카부","2019-02-06","551","불검출","불검출","적합"
"12","소스","도야마현","2019-03-06","64","불검출","불검출","적합"
"13","과자","도쿠시마현","2019-03-02","660","불검출","불검출","적합"
"14","과자","도쿠시마현","2019-02-28","462","불검출","불검출","적합"
