"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 131건","","","","790,853","","",""
"1","합성향료","후쿠시마현","2019-03-08","5","불검출","불검출","적합"
"2","건어포","효고현","2019-03-04","10","불검출","불검출","적합"
"3","기타 어육가공품","돗토리현","2018-12-29","11","불검출","불검출","적합"
"4","과자","사이타마현","2019-02-27","240","불검출","불검출","적합"
"5","혼합제제","히로시마현","2018-12-25","400","불검출","불검출","적합"
"6","혼합제제","히로시마현","2019-02-28","300","불검출","불검출","적합"
"7","복합조미식품","교토부","2019-02-08","50","불검출","불검출","적합"
"8","캔디류","아이치현","2019-03-05","300","불검출","불검출","적합"
"9","기타천연착향료","오사카부","2019-03-14","30","불검출","불검출","적합"
"10","기타천연착향료","오사카부","2019-03-14","90","불검출","불검출","적합"
"11","기타천연착향료","오사카부","2019-03-14","30","불검출","불검출","적합"
"12","기타천연착향료","오사카부","2019-03-07","150","불검출","불검출","적합"
"13","커피/건조","엘살바도르","2018-04-23","3,795","불검출","불검출","적합"
"14","혼합제제","와카야마현","2019-02-27","105","불검출","불검출","적합"
