"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 148건","","","","461,478","","",""
"1","빵류","나가노현","2019-03-09","157","불검출","불검출","적합"
"2","고형차","교토부","","517","불검출","불검출","적합"
"3","인스턴트커피","시즈오카현","2019-01-26","5,919","불검출","불검출","적합"
"4","과자","이바라키현","2019-02-28","360","불검출","불검출","적합"
"5","과자","이바라키현","2019-03-11","1,440","불검출","불검출","적합"
"6","과자","이바라키현","2019-03-11","900","불검출","불검출","적합"
"7","혼합제제","시가현","2019-03-05","5,220","불검출","불검출","적합"
"8","자당지방산에스테르","시가현","2019-02-11","4,000","불검출","불검출","적합"
"9","과자","니가타현","2019-03-07","540","불검출","불검출","적합"
"10","캔디류","미에현","2019-03-07","320","불검출","불검출","적합"
"11","과자","아이치현","2019-02-25","159","불검출","불검출","적합"
"12","타르색소제제","훗카이도","2019-03-04","2","불검출","불검출","적합"
"13","타르색소제제","훗카이도","2019-03-04","2","불검출","불검출","적합"
"14","타르색소제제","훗카이도","2019-03-05","3","불검출","불검출","적합"
