"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"47","인스턴트커피","효고현","2017-02-16","194","불검출","불검출","적합"
"48","인스턴트커피","효고현","2017-02-22","281","불검출","불검출","적합"
"49","카레","시즈오카현","2016-12-14","345","불검출","불검출","적합"
"50","국수","구마모토현","2017-02-10","317","불검출","불검출","적합"
"51","과자(스낵과자)","이바라키현","2017-02-09","206","불검출","불검출","적합"
"52","과자(비스킷)","이바라키현","2017-01-30","272","불검출","불검출","적합"
"53","국수","구마모토현","2017-02-10","310","불검출","불검출","적합"
"54","혼합제제","와카야마현","2017-01-30","120","불검출","불검출","적합"
"55","혼합제제","와카야마현","2017-01-20","30","불검출","불검출","적합"
"56","혼합제제","와카야마현","2017-01-20","45","불검출","불검출","적합"
"57","혼합제제","와카야마현","2017-01-23","15","불검출","불검출","적합"
"58","혼합제제","와카야마현","2017-01-23","30","불검출","불검출","적합"
"59","소스류","도치기현","2017-01-11","1,105","불검출","불검출","적합"
"60","소스류","도치기현","2017-02-01","15,309","불검출","불검출","적합"
"61","카레","시즈오카현","2016-12-14","345","불검출","불검출","적합"
"62","카레","시즈오카현","2016-12-14","345","불검출","불검출","적합"
"63","기타천연착향료","오카야마현","2017-02-15","180","불검출","불검출","적합"
"64","장류절임","가고시마현","2017-02-27","1,250","불검출","불검출","적합"
"65","과자(스낵과자)","니가타현","2017-02-14","102","불검출","불검출","적합"
"66","과자(스낵과자)","니가타현","2017-02-14","1,224","불검출","불검출","적합"
"67","복합조미식품","효고현","2017-02-14","58","불검출","불검출","적합"
"68","어묵","ETC","2017-01-27","4,704","불검출","불검출","적합"
"69","캔디류(사탕)","후쿠시마현","2017-01-06","353","불검출","불검출","적합"
"70","캔디류(사탕)","효고현","2017-02-10","312","불검출","불검출","적합"
"71","밀크초콜릿","가나가와현","2017-01-24","207","불검출","불검출","적합"
"72","캔디류(사탕)","가나가와현","2017-01-30","302","불검출","불검출","적합"
"73","당류가공품","오사카부","2017-02-03","198","불검출","불검출","적합"
"74","효모추출물제품","오이타현","2017-01-11","3,000","불검출","불검출","적합"
"75","소스류","지바현","2017-01-25","985","불검출","불검출","적합"
"76","카레","미야기현","2017-01-14","10,094","불검출","불검출","적합"
"77","카레","미야기현","2017-01-13","2,023","불검출","불검출","적합"
"78","카레","미야기현","2017-01-17","1,181","불검출","불검출","적합"
"79","조미건어포류","훗카이도","2017-01-17","13","불검출","불검출","적합"
"80","조미건어포류","아오모리현","2017-01-13","13","불검출","불검출","적합"
"81","수산물가공품","아오모리현","2017-01-10","20","불검출","불검출","적합"
