"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","125","","331,207","","",""
"1","당류가공품","교토부","2017-02-08","450","불검출","불검출","적합"
"2","캔디류(사탕)","미에현","2017-02-02","422","불검출","불검출","적합"
"3","캔디류(사탕)","미에현","2017-02-03","634","불검출","불검출","적합"
"4","캔디류(사탕)","미에현","2017-02-10","422","불검출","불검출","적합"
"5","탄산음료","오사카부","2017-02-13","3,600","불검출","불검출","적합"
"6","탄산음료","오사카부","2017-02-14","900","불검출","불검출","적합"
"7","탄산음료","오사카부","2017-02-15","1,200","불검출","불검출","적합"
"8","캔디류(사탕)","아이치현","2017-02-21","4,224","불검출","불검출","적합"
"9","캔디류(사탕)","아이치현","2017-02-21","3,600","불검출","불검출","적합"
"10","캔디류(사탕)","아이치현","2017-02-21","1,584","불검출","불검출","적합"
"11","소스류","훗카이도","2017-02-02","312","불검출","불검출","적합"
"12","수산물가공품","훗카이도","2017-02-11","180","불검출","불검출","적합"
