"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","74","","299,626","","",""
"1","청주","이와테현","2017-01-20","173","불검출","불검출","적합"
"2","고구마전분","가고시마현","2016-11-08","92,500","불검출","불검출","적합"
"3","과자(스낵과자)","이바라키현","2017-02-14","2,691","불검출","불검출","적합"
"4","초콜릿가공품","이바라키현","2017-02-13","3,867","불검출","불검출","적합"
"5","혼합제제","오사카부","2017-02-09","345","불검출","불검출","적합"
"6","복합조미식품","니가타현","2016-11-28","1,152","불검출","불검출","적합"
"7","혼합제제","효고현","2017-02-14","17","불검출","불검출","적합"
"8","혼합제제","효고현","2017-02-13","68","불검출","불검출","적합"
"9","복합조미식품","교토부","2017-01-24","1,000","불검출","불검출","적합"
"10","혼합제제","미에현","2016-12-22","96","불검출","불검출","적합"
"11","혼합제제","오사카부","2017-02-09","60","불검출","불검출","적합"
"12","복합조미식품","도야마현","2017-02-02","2,000","불검출","불검출","적합"
"13","클로렐라 제품","효고현","","2,170","불검출","불검출","적합"
