"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2017-03-10","4480","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-03-10","3000","불검출","불검출","적합"
"19","활꼬막(새꼬막)","후쿠오카현","2017-03-10","2540","불검출","불검출","적합"
"20","냉장갈치","야마구치현","2017-03-10","1143","불검출","불검출","적합"
"21","냉장병어","야마구치현","2017-03-10","120","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-03-10","2230","불검출","불검출","적합"
"23","냉장갈치","오이타현","2017-03-10","280","불검출","불검출","적합"
"24","냉장갈치","야마구치현","2017-03-10","213","불검출","불검출","적합"
"25","활돔(돌돔)","에히메현","2017-03-10","1310","불검출","불검출","적합"
"26","냉동상어
(청상아리,F)","인도양","2017-03-10","7057","불검출","불검출","적합"
"27","냉동상어
(청상아리,F)","태평양","2017-03-10","2756","불검출","불검출","적합"
"28","냉동새치(돛새치)","태평양","2017-03-10","2997","불검출","불검출","적합"
