"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건41","-","-","160,850","-","-","-"
"1","활장어 먹장어
(
)","나가사키현","2015-12-01","12,635","불검출","불검출","적합"
"2","활새우 도화새우
(
)","홋카이도","2015-12-01","50","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-12-01","7,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-12-01","7,500","불검출","불검출","적합"
"5","냉장돔 참돔(
)","후쿠오카현","2015-12-01","100","불검출","불검출","적합"
"6","활돔 벵에돔
(
)","사가현","2015-12-01","1,839","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-12-01","9,250","불검출","불검출","적합"
"8","냉장명태","홋카이도","2015-12-01","4,350","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-12-01","4,350","불검출","불검출","적합"
"10","활장어 먹장어
(
)","나가사키현","2015-12-01","1,641","불검출","불검출","적합"
"11","냉장준치","구마모토현","2015-12-01","259","불검출","불검출","적합"
"12","냉장갈치","에히메현","2015-12-01","778","불검출","불검출","적합"
"13","냉장갈치","효고현","2015-12-01","176","불검출","불검출","적합"
"14","냉장병어","효고현","2015-12-01","160","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2015-12-01","3,152","불검출","불검출","적합"
