"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장돔 황돔(
)","야마구치현","2015-12-01","115","불검출","불검출","적합"
"17","냉장가오리","야마구치현","2015-12-01","600","불검출","불검출","적합"
"18","냉장명태","홋카이도","2015-12-01","8,780","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2015-12-01","1,803","불검출","불검출","적합"
"20","냉장명태","홋카이도","2015-12-01","5,620","불검출","불검출","적합"
"21","냉장명태","홋카이도","2015-12-01","6,890","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2015-12-01","8,976","불검출","불검출","적합"
"23","활가리비","홋카이도","2015-12-01","6,932","불검출","불검출","적합"
"24","냉장명태","히로시마현","2015-12-01","5,000","불검출","불검출","적합"
"25","냉장갈치","에히메현","2015-12-01","672","불검출","불검출","적합"
"26","활우렁쉥이","홋카이도","2015-12-01","18,766","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2015-12-01","9,548","불검출","불검출","적합"
"28","활꼬막","사가현","2015-12-01","260","불검출","불검출","적합"
"29","활꼬막 새꼬막
(
)","사가현","2015-12-01","1,260","불검출","불검출","적합"
"30","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-01","2,340","불검출","불검출","적합"
"31","활꼬막","후쿠오카현","2015-12-01","660","불검출","불검출","적합"
"32","냉장갈치","오이타현","2015-12-01","495","불검출","불검출","적합"
