"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건29","-","-","97,543","-","-","-"
"1","활돔 참돔(
)","에히메현","2015-11-30","5,547","불검출","불검출","적합"
"2","활돔 참돔(
)","나가사키현","2015-11-30","6,573","불검출","불검출","적합"
"3","활방어","나가사키현","2015-11-30","3,907","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-11-30","6,651","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-11-30","6,707","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-11-30","7,500","불검출","불검출","적합"
"7","냉장돔 참돔(
)","나가사키현","2015-11-30","6","불검출","불검출","적합"
"8","냉장방어 부시리
(
)","나가사키현","2015-11-30","5","불검출","불검출","적합"
"9","냉동다랑어
(
남방참다랑어
)","인도양","2015-11-30","11,880","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2015-11-30","8,982","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-11-30","1,000","불검출","불검출","적합"
"12","냉장돔 참돔(
)","야마구치현","2015-11-30","69","불검출","불검출","적합"
"13","냉장돔 황돔(
)","야마구치현","2015-11-30","484","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2015-11-30","80","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-11-30","3,000","불검출","불검출","적합"
