"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 148건","","","","650,876","","",""
"1","청주","효고현","2018-09-18","2,160","불검출","불검출","적합"
"2","청주","효고현","2018-09-14","7,560","불검출","불검출","적합"
"3","혼합제제","시즈오카현","2018-09-14","500","불검출","불검출","적합"
"4","건어포","교토부","2018-09-20","150","불검출","불검출","적합"
"5","혼합제제","오카야마현","2018-09-18","306","불검출","불검출","적합"
"6","건어포","교토부","2018-09-20","225","불검출","불검출","적합"
"7","빵류","훗카이도","2018-08-06","66","불검출","불검출","적합"
"8","청주","교토부","2018-09-12","3,402","불검출","불검출","적합"
"9","전분","가고시마현","2017-11-29","18,500","불검출","불검출","적합"
"10","떡류","니가타현","2018-05-09","11,000","불검출","불검출","적합"
"11","캔디류","아이치현","2018-09-25","150","불검출","불검출","적합"
"12","캔디류","아이치현","2018-09-26","206","불검출","불검출","적합"
"13","캔디류","아이치현","2018-09-21","1,800","불검출","불검출","적합"
"14","과자","사이타마현","","4,292","불검출","불검출","적합"
