"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","110","","82,656","","",""
"1","테아닌
(원료성)","미에현","2014-07-31","20","불검출","불검출","적합"
"2","혼합장","야마나시현","2015-04-09","3,000","불검출","불검출","적합"
"3","향신료조제품(고추
냉이가공품)","나가노현","2015-03-24","670.8","불검출","불검출","적합"
"4","혼합제제","시가현","2015-03-11","380","불검출","불검출","적합"
"5","효모추출물제품","오이타현","2015-03-11","100","불검출","불검출","적합"
"6","맥주","이바라키현","2015-02-17","2,692.8","불검출","불검출","적합"
"7","조미건어포류","아오모리현","2015-03-19","4.2","불검출","불검출","적합"
"8","조미건어포류","훗카이도","2015-03-20","4.3","불검출","불검출","적합"
"9","조미건어포류","후쿠오카현","2015-02-27","12.9","불검출","불검출","적합"
"10","조미건어포류","훗카이도","2015-03-13","7.3","불검출","불검출","적합"
