"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"114","복합조미식품","교토부","2018-08-21","400","불검출","불검출","적합"
"115","소스","교토부","2018-09-19","1,700","불검출","불검출","적합"
"116","소스","교토부","2018-09-19","390","불검출","불검출","적합"
"117","소스","교토부","2018-10-03","504","불검출","불검출","적합"
"118","소스","교토부","2018-09-26","254","불검출","불검출","적합"
"119","소스","교토부","2018-08-30","840","불검출","불검출","적합"
"120","소스","교토부","2018-09-28","2,286","불검출","불검출","적합"
"121","소스","교토부","2018-09-25","2,060","불검출","불검출","적합"
"122","소스","교토부","2018-08-01","660","불검출","불검출","적합"
"123","소스","교토부","2018-09-18","300","불검출","불검출","적합"
"124","소스","교토부","2018-09-21","3,300","불검출","불검출","적합"
"125","소스","교토부","2018-09-14","4,788","불검출","불검출","적합"
"126","소스","교토부","2018-09-07","260","불검출","불검출","적합"
"127","소스","교토부","2018-07-27","1,000","불검출","불검출","적합"
"128","소스","교토부","2018-09-12","2,460","불검출","불검출","적합"
"129","소스","교토부","2018-09-12","6,150","불검출","불검출","적합"
"130","기타가공품","야마구치현","2018-08-21","10","불검출","불검출","적합"
"131","청주","아오모리현","2018-10-12","1,440","불검출","불검출","적합"
"132","빵류","기후현","2018-10-18","53","불검출","불검출","적합"
"133","빵류","기후현","2018-10-18","525","불검출","불검출","적합"
"134","빵류","기후현","2018-10-18","315","불검출","불검출","적합"
"135","빵류","기후현","2018-10-18","210","불검출","불검출","적합"
"136","빵류","기후현","2018-10-18","53","불검출","불검출","적합"
"137","빵류","기후현","2018-10-18","105","불검출","불검출","적합"
"138","탄산칼슘","오카야마현","2018-10-03","17,000","불검출","불검출","적합"
"139","프 로 바 이 오 틱 스
(원료성)","후쿠이현","2018-08-10","10","불검출","불검출","적합"
"140","준초콜릿","오사카부","2018-10-11","717","불검출","불검출","적합"
"141","카레(커리)","시즈오카현","2018-09-11","360","불검출","불검출","적합"
"142","액상차","와카야마현","2018-09-30","2,400","불검출","불검출","적합"
"143","복합조미식품","와카야마현","2018-10-16","310","불검출","불검출","적합"
"144","과자","사이타마현","2018-05-14","1,658","불검출","불검출","적합"
