"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","혼합제제","사이타마현","2018-09-12","54","불검출","불검출","적합"
"16","혼합제제","사이타마현","2018-10-15","180","불검출","불검출","적합"
"17","혼합제제","사이타마현","2018-09-13","306","불검출","불검출","적합"
"18","혼합제제","사이타마현","2018-09-11","396","불검출","불검출","적합"
"19","혼합제제","가나가와현","2018-10-04","210","불검출","불검출","적합"
"20","혼합제제","가나가와현","2018-10-04","30","불검출","불검출","적합"
"21","혼합제제","가나가와현","2018-10-04","100","불검출","불검출","적합"
"22","혼합제제","가나가와현","2018-10-04","40","불검출","불검출","적합"
"23","혼합제제","오카야마현","2018-09-27","512","불검출","불검출","적합"
"24","덱스트린","효고현","2018-09-25","5,000","불검출","불검출","적합"
"25","소스","야마구치현","2018-09-12","400","불검출","불검출","적합"
"26","혼합제제","도치기현","2018-10-03","435","불검출","불검출","적합"
"27","소스","에히메현","2018-10-16","9,558","불검출","불검출","적합"
"28","용성비타민P","기후현","2018-07-23","81","불검출","불검출","적합"
"29","복합조미식품","후쿠오카현","2018-09-07","192","불검출","불검출","적합"
"30","카레(커리)","나가노현","2018-09-03","1,200","불검출","불검출","적합"
"31","카레(커리)","니가타현","2018-09-07","400","불검출","불검출","적합"
"32","고형차","교토부","2018-10-10","200","불검출","불검출","적합"
"33","카레(커리)","나가노현","2018-07-02","11,000","불검출","불검출","적합"
"34","향신료조제품","사이타마현","2018-08-30","72","불검출","불검출","적합"
"35","카레(커리)","니가타현","2018-09-17","400","불검출","불검출","적합"
"36","소스","히로시마현","2018-09-28","132","불검출","불검출","적합"
"37","소스","히로시마현","2018-09-03","82","불검출","불검출","적합"
"38","소스","히로시마현","2018-08-24","330","불검출","불검출","적합"
"39","카레(커리)","나가노현","2018-09-24","400","불검출","불검출","적합"
"40","소스","히로시마현","2018-08-28","2,447","불검출","불검출","적합"
"41","소스","히로시마현","2018-07-26","5,328","불검출","불검출","적합"
"42","소스","히로시마현","2018-09-03","760","불검출","불검출","적합"
"43","소스","히로시마현","2018-09-26","207","불검출","불검출","적합"
"44","소스","히로시마현","2018-09-10","6,300","불검출","불검출","적합"
"45","소스","히로시마현","2018-09-21","1,832","불검출","불검출","적합"
"46","소스","사가현","2018-09-20","112","불검출","불검출","적합"
"47","소스","나가사키현","2018-08-03","72","불검출","불검출","적합"
