"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","캔디류","미에현","2018-10-03","1,690","불검출","불검출","적합"
"16","혼합제제","효고현","2018-10-09","210","불검출","불검출","적합"
"17","혼합제제","효고현","2018-10-16","160","불검출","불검출","적합"
"18","양조간장","후쿠오카현","2018-10-22","11,280","불검출","불검출","적합"
"19","양조간장","후쿠오카현","2018-10-09","950","불검출","불검출","적합"
"20","소스","후쿠오카현","2018-10-19","3,542","불검출","불검출","적합"
"21","캔디류","오사카부","2018-08-21","29","불검출","불검출","적합"
"22","혼합제제","오사카부","2018-10-09","5,600","불검출","불검출","적합"
"23","카복시메틸셀룰로
스나트륨","시마네현","2018-09-01","2,000","불검출","불검출","적합"
"24","인스턴트커피","효고현","2018-10-06","1,382","불검출","불검출","적합"
"25","인스턴트커피","효고현","2018-09-01","225","불검출","불검출","적합"
"26","인스턴트커피","효고현","2018-09-11","225","불검출","불검출","적합"
"27","소스","히로시마현","2018-09-24","1,860","불검출","불검출","적합"
"28","당류가공품","이바라키현","2018-08-24","115","불검출","불검출","적합"
"29","설탕","후쿠오카현","2018-09-10","100","불검출","불검출","적합"
"30","당류가공품","지바현","2018-10-01","398","불검출","불검출","적합"
"31","당류가공품","나가노현","2018-09-06","8","불검출","불검출","적합"
"32","커피/건조","콜롬비아","2018-05-16","68,600","불검출","불검출","적합"
"33","전분가공품","효고현","2018-10-15","4,000","불검출","불검출","적합"
"34","덱스트린","효고현","2018-09-16","1,000","불검출","불검출","적합"
"35","혼합제제","후쿠시마현","2018-10-10","60","불검출","불검출","적합"
"36","기타가공품","시즈오카현","2018-09-28","100","불검출","불검출","적합"
"37","프 로 테아 제 (곰 팡
이성)","도쿄도","2018-10-09","60","불검출","불검출","적합"
"38","소스","히로시마현","2018-10-02","792","불검출","불검출","적합"
"39","소스","히로시마현","2018-09-27","7,560","불검출","불검출","적합"
"40","소스","지바현","2018-09-26","1,035","불검출","불검출","적합"
"41","효모식품","오이타현","2018-08-13","400","불검출","불검출","적합"
"42","글리세린지방산에
스테르","미에현","2018-08-08","128","불검출","불검출","적합"
"43","숙면","KAGAWA","2018-09-15","1,090","불검출","불검출","적합"
"44","숙면","아이치현","2018-09-10","6,500","불검출","불검출","적합"
"45","숙면","KAGAWA","2018-09-20","800","불검출","불검출","적합"
"46","어묵","ETC","2018-09-09","1,940","불검출","불검출","적합"
