"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(강담돔)","나가사키현","2018-11-08","1,198","적합","적합","적합"
"2","냉장명태","홋카이도","2018-11-08","2,644","적합","적합","적합"
"3","활가리비","홋카이도","2018-11-08","7,368","적합","적합","적합"
"4","활장어(먹장어)","후쿠오카현","2018-11-08","3,121","적합","적합","적합"
"5","활가리비","홋카이도","2018-11-08","7,100","적합","적합","적합"
"6","활우렁쉥이","홋카이도","2018-11-08","8,430","적합","적합","적합"
"7","활가리비","홋카이도","2018-11-08","7,310","적합","적합","적합"
"8","활장어(먹장어)","교토부","2018-11-08","1,896","적합","적합","적합"
"9","활돔(참돔)","에히메현","2018-11-08","10,641","적합","적합","적합"
"10","활우렁쉥이","홋카이도","2018-11-08","9,198","적합","적합","적합"
"11","냉장홍어","야마구치현","2018-11-08","200","적합","적합","적합"
"12","냉동개아지살(가리비,횟감)","홋카이도","2018-11-08","3,500","적합","적합","적합"
"13","냉장갈치","와카야마현","2018-11-08","1,584","적합","적합","적합"
"14","냉장홍어","홋카이도","2018-11-08","1,754","적합","적합","적합"
"15","활우렁쉥이","홋카이도","2018-11-08","7,902","적합","적합","적합"
"16","활우렁쉥이","홋카이도","2018-11-08","9,054","적합","적합","적합"
"17","냉장돔(황돔)","야마구치현","2018-11-08","65","적합","적합","적합"
"18","냉장갈치","오이타현","2018-11-08","820","적합","적합","적합"
"19","활장어(먹장어)","가나가와현","2018-11-08","2,122","적합","적합","적합"
"20","냉동가오리","홋카이도","2018-11-08","5,650","적합","적합","적합"
