"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 98건","","","","574,198","","",""
"1","기타 주류","효고현","2018-06-21","10,000","불검출","불검출","적합"
"2","혼합제제","효고현","2018-06-27","12,180","불검출","불검출","적합"
"3","초콜릿가공품","이바라키현","2018-07-06","3,869","불검출","불검출","적합"
"4","캔디류","아이치현","2018-07-05","806","불검출","불검출","적합"
"5","바나바잎 추출물 제품","이와테현","2018-06-01","29","불검출","불검출","적합"
"6","혼합제제","효고현","2018-07-05","17","불검출","불검출","적합"
"7","혼합제제","효고현","2018-07-05","17","불검출","불검출","적합"
"8","혼합제제","효고현","2018-07-04","34","불검출","불검출","적합"
"9","L-글루탐산나트륨제제","시즈오카현","2018-06-12","2,100","불검출","불검출","적합"
"10","절임식품","미야자키현","2018-07-17","97","불검출","불검출","적합"
"11","절임식품","가고시마현","2018-07-02","150","불검출","불검출","적합"
"12","조미건어포","오사카부","2018-07-11","64","불검출","불검출","적합"
"13","조미건어포","오사카부","2018-07-13","57","불검출","불검출","적합"
"14","혼합제제","오사카부","2018-07-11","10","불검출","불검출","적합"
"15","복합조미식품","구마모토현","2018-07-17","508","불검출","불검출","적합"
